
── Enrich Member Votes ─────────────────────────────────────────────────
Mode: full | Limit: all
(node:92656) [DEP0205] DeprecationWarning: `module.register()` is deprecated. Use `module.registerHooks()` instead.
  [failed] 119_hr_7147 roll 74: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/74?api_key=REDACTED&format=json
  [failed] 119_hr_7147 roll 74: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/74?api_key=REDACTED&format=json
  [failed] 119_hr_7147 roll 74: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/74?api_key=REDACTED&format=json
  [failed] 119_hr_7147 roll 74: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/74?api_key=REDACTED&format=json
  [failed] 119_hr_7147 roll 42: Congress API 404 at https://api.congress.gov/v3/vote/119/house/2/42?api_key=REDACTED&format=json
  [failed] 119_hjres_140 roll 84: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/84?api_key=REDACTED&format=json
  [failed] 119_hjres_140 roll 38: Congress API 404 at https://api.congress.gov/v3/vote/119/house/2/38?api_key=REDACTED&format=json
  [failed] 119_hr_2483 roll 151: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/151?api_key=REDACTED&format=json
  [failed] 119_hjres_142 roll 37: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/37?api_key=REDACTED&format=json
  [failed] 119_hjres_142 roll 56: Congress API 404 at https://api.congress.gov/v3/vote/119/house/2/56?api_key=REDACTED&format=json
  [failed] 119_hr_7148 roll 20: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/20?api_key=REDACTED&format=json
  [failed] 119_hr_7148 roll 20: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/20?api_key=REDACTED&format=json
  [failed] 119_hr_7148 roll 45: Congress API 404 at https://api.congress.gov/v3/vote/119/house/2/45?api_key=REDACTED&format=json
  [failed] 119_hr_6938 roll 11: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/11?api_key=REDACTED&format=json
  [failed] 119_hr_6938 roll 11: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/11?api_key=REDACTED&format=json
  [failed] 119_hr_6938 roll 11: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/2/11?api_key=REDACTED&format=json
  [failed] 119_hr_6938 roll 7: Congress API 404 at https://api.congress.gov/v3/vote/119/house/2/7?api_key=REDACTED&format=json
  [failed] 119_s_1071 roll 647: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/647?api_key=REDACTED&format=json
  [failed] 119_s_1071 roll 320: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/320?api_key=REDACTED&format=json
  [failed] 119_hjres_131 roll 632: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/632?api_key=REDACTED&format=json
  [failed] 119_hjres_131 roll 295: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/295?api_key=REDACTED&format=json
  [failed] 119_hjres_130 roll 623: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/623?api_key=REDACTED&format=json
  [failed] 119_hjres_130 roll 294: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/294?api_key=REDACTED&format=json
  [failed] 119_hjres_106 roll 560: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/560?api_key=REDACTED&format=json
  [failed] 119_hjres_106 roll 225: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/225?api_key=REDACTED&format=json
  [failed] 119_hjres_105 roll 556: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/556?api_key=REDACTED&format=json
  [failed] 119_hjres_105 roll 226: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/226?api_key=REDACTED&format=json
  [failed] 119_hjres_104 roll 549: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/549?api_key=REDACTED&format=json
  [failed] 119_hjres_104 roll 224: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/224?api_key=REDACTED&format=json
  [failed] 119_sjres_80 roll 296: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/296?api_key=REDACTED&format=json
  [failed] 119_sjres_80 roll 599: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/599?api_key=REDACTED&format=json
  [failed] 119_s_1582 roll 200: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/200?api_key=REDACTED&format=json
  [failed] 119_s_1582 roll 318: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/318?api_key=REDACTED&format=json
  [failed] 119_s_1582 roll 318: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/318?api_key=REDACTED&format=json
  [failed] 119_s_1582 roll 318: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/318?api_key=REDACTED&format=json
  [failed] 119_s_1582 roll 318: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/318?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 618: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/618?api_key=REDACTED&format=json
  [failed] 119_hr_5371 roll 281: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/281?api_key=REDACTED&format=json
  [failed] 119_sjres_18 roll 96: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/96?api_key=REDACTED&format=json
  [failed] 119_sjres_18 roll 153: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/153?api_key=REDACTED&format=json
  [failed] 119_s_331 roll 166: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/166?api_key=REDACTED&format=json
  [failed] 119_s_331 roll 127: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/127?api_key=REDACTED&format=json
  [failed] 119_s_331 roll 127: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/127?api_key=REDACTED&format=json
  [failed] 119_s_331 roll 127: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/127?api_key=REDACTED&format=json
  [failed] 119_hr_4 roll 168: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/168?api_key=REDACTED&format=json
  [failed] 119_hr_4 roll 411: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/411?api_key=REDACTED&format=json
  [failed] 119_hr_1 roll 372: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/372?api_key=REDACTED&format=json
  [failed] 119_hr_1 roll 145: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/145?api_key=REDACTED&format=json
  [failed] 119_hjres_87 roll 111: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/111?api_key=REDACTED&format=json
  [failed] 119_sjres_28 roll 95: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/95?api_key=REDACTED&format=json
  [failed] 119_sjres_28 roll 106: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/106?api_key=REDACTED&format=json
  [failed] 119_hjres_61 roll 232: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/232?api_key=REDACTED&format=json
  [failed] 119_hjres_61 roll 58: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/58?api_key=REDACTED&format=json
  [failed] 119_hjres_60 roll 239: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/239?api_key=REDACTED&format=json
  [failed] 119_hjres_60 roll 110: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/110?api_key=REDACTED&format=json
  [failed] 119_hjres_75 roll 228: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/228?api_key=REDACTED&format=json
  [failed] 119_hjres_75 roll 78: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/78?api_key=REDACTED&format=json
  [failed] 119_hjres_42 roll 223: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/223?api_key=REDACTED&format=json
  [failed] 119_sjres_11 roll 92: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/92?api_key=REDACTED&format=json
  [failed] 119_s_5 roll 23: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/23?api_key=REDACTED&format=json
  [failed] 119_s_5 roll 7: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/7?api_key=REDACTED&format=json
  [failed] 119_s_5 roll 7: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/7?api_key=REDACTED&format=json
  [failed] 119_s_5 roll 7: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/7?api_key=REDACTED&format=json
  [failed] 119_sjres_31 roll 143: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/143?api_key=REDACTED&format=json
  [failed] 119_sjres_31 roll 229: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/229?api_key=REDACTED&format=json
  [failed] 119_hjres_89 roll 281: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/281?api_key=REDACTED&format=json
  [failed] 119_hjres_89 roll 112: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/112?api_key=REDACTED&format=json
  [failed] 119_hjres_88 roll 277: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/277?api_key=REDACTED&format=json
  [failed] 119_hjres_88 roll 114: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/114?api_key=REDACTED&format=json
  [failed] 119_hjres_87 roll 279: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/279?api_key=REDACTED&format=json
  [failed] 119_hjres_42 roll 59: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/59?api_key=REDACTED&format=json
  [failed] 119_hjres_24 roll 162: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/162?api_key=REDACTED&format=json
  [failed] 119_hjres_24 roll 77: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/77?api_key=REDACTED&format=json
  [failed] 119_hjres_20 roll 207: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/207?api_key=REDACTED&format=json
  [failed] 119_hjres_20 roll 53: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/53?api_key=REDACTED&format=json
  [failed] 119_hjres_25 roll 151: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/151?api_key=REDACTED&format=json
  [failed] 119_hjres_25 roll 71: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/71?api_key=REDACTED&format=json
  [failed] 119_hjres_35 roll 52: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/52?api_key=REDACTED&format=json
  [failed] 119_hr_1968 roll 133: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/133?api_key=REDACTED&format=json
  [failed] 119_hr_1968 roll 133: Congress API 404 at https://api.congress.gov/v3/vote/119/senate/1/133?api_key=REDACTED&format=json
  [failed] 119_hr_1968 roll 70: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/70?api_key=REDACTED&format=json
  [failed] 119_sjres_11 roll 61: Congress API 404 at https://api.congress.gov/v3/vote/119/house/1/61?api_key=REDACTED&format=json
  [failed] 114_hr_1314 roll 292: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/292?api_key=REDACTED&format=json
  [failed] 114_hr_1314 roll 292: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/292?api_key=REDACTED&format=json
  [failed] 114_hr_1314 roll 292: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/292?api_key=REDACTED&format=json
  [failed] 114_hr_1314 roll 292: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/292?api_key=REDACTED&format=json
  [failed] 114_hr_1314 roll 292: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/292?api_key=REDACTED&format=json
  [failed] 114_hr_719 roll 271: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/271?api_key=REDACTED&format=json
  [failed] 114_hr_3236 roll 486: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/486?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 64: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/64?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 64: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/64?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 64: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/64?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 64: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/64?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 64: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/64?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 64: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/64?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 64: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/64?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 64: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/64?api_key=REDACTED&format=json
  [failed] 114_hr_240 roll 35: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/35?api_key=REDACTED&format=json
  [failed] 114_hr_1295 roll 220: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/220?api_key=REDACTED&format=json
  [failed] 114_hr_1295 roll 220: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/220?api_key=REDACTED&format=json
  [failed] 114_hr_2146 roll 218: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/218?api_key=REDACTED&format=json
  [failed] 114_hr_203 roll 50: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/50?api_key=REDACTED&format=json
  [failed] 114_hr_26 roll 2: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/2?api_key=REDACTED&format=json
  [failed] 114_hr_2048 roll 201: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/201?api_key=REDACTED&format=json
  [failed] 114_hr_2048 roll 201: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/201?api_key=REDACTED&format=json
  [failed] 114_hr_2048 roll 201: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/201?api_key=REDACTED&format=json
  [failed] 114_hr_2048 roll 201: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/201?api_key=REDACTED&format=json
  [failed] 114_hr_2048 roll 224: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/224?api_key=REDACTED&format=json
  [failed] 114_s_178 roll 163: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/163?api_key=REDACTED&format=json
  [failed] 114_s_178 roll 163: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/163?api_key=REDACTED&format=json
  [failed] 114_s_178 roll 163: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/163?api_key=REDACTED&format=json
  [failed] 114_s_178 roll 163: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/163?api_key=REDACTED&format=json
  [failed] 114_s_178 roll 163: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/163?api_key=REDACTED&format=json
  [failed] 114_s_178 roll 163: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/163?api_key=REDACTED&format=json
  [failed] 114_hr_2250 roll 247: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/247?api_key=REDACTED&format=json
  [failed] 114_hr_2353 roll 249: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/249?api_key=REDACTED&format=json
  [failed] 114_hr_1191 roll 174: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/174?api_key=REDACTED&format=json
  [failed] 114_s_1177 roll 333: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/333?api_key=REDACTED&format=json
  [failed] 114_s_1177 roll 333: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/333?api_key=REDACTED&format=json
  [failed] 114_s_1177 roll 333: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/333?api_key=REDACTED&format=json
  [failed] 114_s_1177 roll 333: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/333?api_key=REDACTED&format=json
  [failed] 114_hr_22 roll 303: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/303?api_key=REDACTED&format=json
  [failed] 114_hr_22 roll 303: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/303?api_key=REDACTED&format=json
  [failed] 114_hr_22 roll 303: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/303?api_key=REDACTED&format=json
  [failed] 114_hr_22 roll 303: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/303?api_key=REDACTED&format=json
  [failed] 114_hr_22 roll 303: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/303?api_key=REDACTED&format=json
  [failed] 114_hr_4511 roll 152: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/152?api_key=REDACTED&format=json
  [failed] 114_hr_5985 roll 143: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/143?api_key=REDACTED&format=json
  [failed] 114_hr_757 roll 20: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/20?api_key=REDACTED&format=json
  [failed] 114_hr_5325 roll 151: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/151?api_key=REDACTED&format=json
  [failed] 114_hr_5325 roll 151: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/151?api_key=REDACTED&format=json
  [failed] 114_hr_5325 roll 151: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/151?api_key=REDACTED&format=json
  [failed] 114_hr_5325 roll 151: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/151?api_key=REDACTED&format=json
  [failed] 114_hr_5325 roll 294: Congress API 404 at https://api.congress.gov/v3/vote/114/house/2/294?api_key=REDACTED&format=json
  [failed] 114_s_2040 roll 148: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/148?api_key=REDACTED&format=json
  [failed] 114_s_764 roll 121: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/121?api_key=REDACTED&format=json
  [failed] 114_s_764 roll 121: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/121?api_key=REDACTED&format=json
  [failed] 114_hr_3700 roll 52: Congress API 404 at https://api.congress.gov/v3/vote/114/house/2/52?api_key=REDACTED&format=json
  [failed] 114_s_524 roll 126: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/126?api_key=REDACTED&format=json
  [failed] 114_s_524 roll 126: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/126?api_key=REDACTED&format=json
  [failed] 114_s_524 roll 193: Congress API 404 at https://api.congress.gov/v3/vote/114/house/2/193?api_key=REDACTED&format=json
  [failed] 114_s_524 roll 126: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/126?api_key=REDACTED&format=json
  [failed] 114_s_524 roll 126: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/126?api_key=REDACTED&format=json
  [failed] 114_s_524 roll 126: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/126?api_key=REDACTED&format=json
  [failed] 114_hr_636 roll 47: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/47?api_key=REDACTED&format=json
  [failed] 114_hr_636 roll 47: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/47?api_key=REDACTED&format=json
  [failed] 114_hr_636 roll 47: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/47?api_key=REDACTED&format=json
  [failed] 114_hr_636 roll 82: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/82?api_key=REDACTED&format=json
  [failed] 114_s_2328 roll 113: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/113?api_key=REDACTED&format=json
  [failed] 114_s_1890 roll 39: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/39?api_key=REDACTED&format=json
  [failed] 114_s_2943 roll 158: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/158?api_key=REDACTED&format=json
  [failed] 114_s_2943 roll 158: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/158?api_key=REDACTED&format=json
